job_title,education,experience,salary
AI Researcher,High School,4.9,200461.1
ML Engineer,Bachelor,3.4,175561.38
Software Engineer,High School,2.2,124032.41
Software Engineer,High School,3.2,149215.06
AI Researcher,Bachelor,4.0,195506.77
DevOps Engineer,Master,0.3,100433.93
Software Engineer,Bachelor,5.0,158062.99
DevOps Engineer,PhD,7.0,188651.58
Data Engineer,Master,3.0,148198.8
ML Engineer,PhD,7.1,235498.72
Backend Developer,PhD,2.8,137828.12
DevOps Engineer,Bachelor,3.0,138819.95
Backend Developer,Master,4.5,137375.45
Cloud Architect,High School,4.9,203559.98
Cloud Architect,PhD,8.1,273800.08
AI Researcher,Bachelor,3.2,183242.43
DevOps Engineer,Master,5.8,168330.27
ML Engineer,Master,6.5,223010.45
Backend Developer,Bachelor,5.5,148071.79
AI Researcher,Bachelor,5.8,211225.24
ML Engineer,Master,2.6,158787.71
Data Scientist,Master,4.7,177505.69
Software Engineer,Master,5.4,174846.55
Cloud Architect,PhD,6.7,246181.0
Software Engineer,Bachelor,6.3,176632.27
Data Engineer,High School,1.3,136110.59
DevOps Engineer,Bachelor,4.3,143946.71
Data Scientist,Bachelor,4.0,169617.68
Data Scientist,Bachelor,8.0,218316.11
Data Engineer,Bachelor,6.1,187042.18
AI Researcher,Master,5.7,214338.74
Backend Developer,Bachelor,5.1,148722.42
Software Engineer,Master,6.7,185155.53
Data Engineer,Bachelor,5.2,176243.58
Software Engineer,Bachelor,4.8,157731.88
ML Engineer,PhD,3.2,188708.07
AI Researcher,Bachelor,3.3,178477.49
DevOps Engineer,Master,3.0,135653.63
ML Engineer,High School,6.1,209193.14
Cloud Architect,Bachelor,3.0,182012.15
Cloud Architect,Bachelor,6.6,229252.92
Backend Developer,Master,5.4,156921.01
AI Researcher,Master,2.8,167150.02
DevOps Engineer,Master,8.3,195749.54
Backend Developer,Bachelor,5.4,149528.91
Data Engineer,Master,3.6,155144.95
Software Engineer,PhD,4.8,189210.04
Software Engineer,Master,3.8,147211.57
Cloud Architect,Bachelor,3.2,183222.76
Data Scientist,Master,5.0,184921.13
Data Scientist,Master,4.1,164434.15
Software Engineer,Bachelor,3.0,137093.69
AI Researcher,Bachelor,5.2,206164.29
Backend Developer,Bachelor,7.9,186721.31
Data Engineer,Bachelor,1.9,132079.76
Backend Developer,High School,5.4,153324.28
ML Engineer,Bachelor,6.5,213557.56
DevOps Engineer,PhD,2.2,139636.94
Data Engineer,Bachelor,5.3,181310.53
Data Engineer,Master,4.2,160342.63
DevOps Engineer,High School,4.3,147796.48
Software Engineer,Master,0.0,115975.21
DevOps Engineer,PhD,0.9,129785.29
ML Engineer,Master,4.3,184359.26
Data Engineer,Master,7.8,206303.59
DevOps Engineer,Master,3.2,132695.82
Software Engineer,Master,5.8,175831.81
Software Engineer,Master,4.1,155086.48
ML Engineer,Bachelor,6.4,223052.34
Backend Developer,High School,3.3,128444.31
Cloud Architect,High School,3.7,183202.82
Backend Developer,PhD,5.1,166305.95
ML Engineer,Master,1.1,145544.51
DevOps Engineer,Bachelor,4.1,145988.17
Cloud Architect,Master,4.9,215457.48
Data Engineer,Bachelor,5.7,183866.32
Data Scientist,Master,5.9,191834.11
Cloud Architect,Master,4.3,193799.92
Cloud Architect,Bachelor,4.5,207044.35
Data Scientist,Master,2.4,145817.59
Backend Developer,High School,6.1,159381.17
DevOps Engineer,High School,6.5,180138.53
Data Scientist,Bachelor,3.7,154612.96
DevOps Engineer,Bachelor,6.3,174111.67
ML Engineer,High School,9.3,249323.43
Cloud Architect,Master,1.9,163861.22
Software Engineer,Bachelor,3.7,150056.08
Data Engineer,Master,5.8,176264.62
ML Engineer,PhD,6.2,222300.28
AI Researcher,Master,5.8,207457.77
Data Engineer,Bachelor,4.8,168489.87
ML Engineer,Bachelor,2.9,165935.08
Software Engineer,PhD,4.1,158569.88
Cloud Architect,Master,4.3,208587.41
AI Researcher,Bachelor,5.9,221035.12
ML Engineer,Bachelor,7.9,229933.94
DevOps Engineer,High School,8.8,194808.96
Cloud Architect,Bachelor,4.7,201914.44
AI Researcher,Bachelor,1.7,161948.68
AI Researcher,Master,3.5,173996.14
Data Engineer,High School,0.0,116484.44
AI Researcher,Master,6.3,212721.3
Data Engineer,PhD,3.7,175068.71
DevOps Engineer,Bachelor,5.3,153544.95
AI Researcher,Bachelor,5.4,204609.61
AI Researcher,Master,8.2,242268.51
Software Engineer,High School,7.1,190000.8
Data Engineer,Master,2.6,144241.16
ML Engineer,Bachelor,4.8,195583.54
Data Engineer,Bachelor,6.7,201088.31
DevOps Engineer,Bachelor,6.0,170038.44
DevOps Engineer,PhD,1.9,126147.7
DevOps Engineer,Master,4.6,148053.3
AI Researcher,Bachelor,3.8,193472.81
AI Researcher,High School,1.4,158976.16
Backend Developer,Bachelor,4.7,147907.67
Cloud Architect,Bachelor,2.6,177302.16
Cloud Architect,Master,3.6,191986.96
Data Engineer,Master,3.3,153202.48
AI Researcher,Bachelor,2.9,172626.46
Software Engineer,Master,5.1,171019.95
Data Scientist,Bachelor,6.0,186671.46
Data Engineer,PhD,4.1,168032.99
Backend Developer,Bachelor,7.0,172083.81
Backend Developer,Bachelor,3.7,137007.91
Backend Developer,Bachelor,3.9,138860.25
AI Researcher,Bachelor,5.3,206865.6
Software Engineer,Master,4.7,158618.9
Data Scientist,PhD,4.0,187919.1
Backend Developer,High School,6.8,167204.29
Data Engineer,Bachelor,3.6,151879.87
Data Engineer,PhD,4.3,176675.52
Backend Developer,High School,6.3,160281.15
Cloud Architect,Bachelor,4.9,203977.17
Cloud Architect,Master,2.9,173282.18
Backend Developer,Master,4.8,147663.07
DevOps Engineer,PhD,2.7,143829.73
Data Scientist,Master,6.5,197730.81
Data Scientist,PhD,2.3,160347.32
DevOps Engineer,Bachelor,3.4,147200.39
ML Engineer,Bachelor,5.1,195548.42
Backend Developer,Master,8.6,174150.58
Data Engineer,Master,5.4,173842.08
DevOps Engineer,Bachelor,6.9,173321.54
Data Engineer,Master,5.8,191316.31
ML Engineer,Bachelor,4.3,188087.88
Data Scientist,PhD,2.5,163859.61
Data Engineer,PhD,4.4,177585.75
Data Scientist,PhD,6.2,202832.85
Data Scientist,PhD,6.2,198258.91
Backend Developer,Bachelor,5.7,155787.93
ML Engineer,Master,7.3,213569.91
Cloud Architect,Bachelor,5.0,207597.85
Software Engineer,Bachelor,1.9,133312.52
Software Engineer,Bachelor,1.9,131607.51
ML Engineer,Bachelor,2.7,162013.8
DevOps Engineer,Bachelor,9.5,204064.32
ML Engineer,Bachelor,5.7,203853.12
Backend Developer,Master,5.8,158487.13
Software Engineer,PhD,7.0,201324.78
Cloud Architect,Bachelor,6.4,229398.29
ML Engineer,Bachelor,3.9,178765.06
Cloud Architect,Bachelor,8.2,248889.88
Data Engineer,Bachelor,6.9,181311.77
Software Engineer,Master,5.4,174408.08
Backend Developer,PhD,1.9,130383.61
Software Engineer,PhD,0.0,122582.29
DevOps Engineer,PhD,9.9,220420.84
Cloud Architect,Bachelor,8.7,258257.69
Backend Developer,Master,1.9,133547.17
DevOps Engineer,Master,2.7,132639.29
Backend Developer,Master,9.2,189471.81
Data Scientist,Bachelor,3.4,156227.78
ML Engineer,Bachelor,2.7,161792.25
Backend Developer,High School,2.8,135528.22
Data Engineer,PhD,4.2,177579.43
Cloud Architect,PhD,4.0,213735.37
Cloud Architect,Bachelor,5.5,217223.8
Data Scientist,Bachelor,5.3,189711.67
ML Engineer,PhD,2.1,172788.8
Cloud Architect,Master,8.8,267290.81
Data Engineer,Bachelor,4.3,158843.11
ML Engineer,Bachelor,4.9,200418.55
Cloud Architect,High School,7.8,253816.2
Cloud Architect,Bachelor,3.0,175745.11
Cloud Architect,Master,5.5,219884.31
Cloud Architect,PhD,7.1,250910.87
ML Engineer,Bachelor,1.4,149985.54
DevOps Engineer,PhD,7.5,200202.78
DevOps Engineer,Bachelor,2.1,120369.55
ML Engineer,Bachelor,6.3,214775.3
Backend Developer,Master,6.0,161320.91
Cloud Architect,Bachelor,2.5,175529.29
ML Engineer,Master,5.1,194206.69
Backend Developer,Bachelor,3.5,140896.44
AI Researcher,Master,5.7,214308.64
Data Engineer,PhD,7.4,214015.25
AI Researcher,Master,7.7,230220.73
Software Engineer,PhD,3.2,154180.7
Backend Developer,High School,6.0,163666.39
AI Researcher,High School,3.2,172165.38
Data Engineer,High School,4.0,159770.06
AI Researcher,Bachelor,5.4,203984.89
ML Engineer,Master,6.5,216184.68
DevOps Engineer,Bachelor,7.3,175565.58
AI Researcher,Bachelor,6.0,215277.83
Data Engineer,Bachelor,7.4,203252.89
Data Engineer,High School,4.7,163014.19
Data Scientist,Master,4.4,179343.66
Data Scientist,Bachelor,7.2,202070.88
Data Engineer,PhD,5.9,185440.11
ML Engineer,Bachelor,5.0,193869.39
AI Researcher,PhD,5.5,212783.5
Backend Developer,Bachelor,5.4,147026.9
ML Engineer,High School,7.5,231423.79
Backend Developer,PhD,4.4,146501.3
ML Engineer,PhD,5.0,207492.97
AI Researcher,Bachelor,6.1,226858.08
Cloud Architect,Master,4.3,200279.59
Data Scientist,Master,1.4,147288.01
ML Engineer,Bachelor,5.4,201425.49
DevOps Engineer,Bachelor,4.5,157199.91
Backend Developer,Master,6.1,164846.51
DevOps Engineer,High School,5.0,155995.0
Cloud Architect,High School,7.1,227394.53
AI Researcher,Bachelor,6.4,218907.94
DevOps Engineer,Bachelor,4.1,143666.73
Software Engineer,High School,5.5,177444.94
Data Engineer,High School,6.0,180496.17
Data Scientist,Bachelor,2.5,142805.79
DevOps Engineer,Bachelor,1.5,124528.82
Backend Developer,Bachelor,2.7,131347.0
Data Engineer,Master,3.8,154082.09
DevOps Engineer,Bachelor,7.0,176102.05
Backend Developer,Bachelor,10.2,200263.01
Cloud Architect,High School,4.9,212964.1
Cloud Architect,Master,10.1,279967.21
AI Researcher,PhD,3.9,194186.44
Backend Developer,Bachelor,6.1,164498.43
Software Engineer,PhD,7.7,209395.08
Software Engineer,PhD,5.3,183853.33
Data Engineer,Bachelor,3.5,152409.4
ML Engineer,High School,0.4,138770.23
AI Researcher,PhD,5.0,223259.07
Data Engineer,PhD,3.8,165441.77
Data Engineer,Master,4.2,168722.72
ML Engineer,Bachelor,6.1,219586.69
Software Engineer,PhD,5.1,172150.0
AI Researcher,Master,7.4,232351.44
Backend Developer,Master,7.2,171430.95
Software Engineer,PhD,9.0,219083.94
Backend Developer,High School,4.9,144966.07
DevOps Engineer,PhD,6.3,185170.18
AI Researcher,Bachelor,7.3,231273.66
Backend Developer,Bachelor,2.9,129233.77
Software Engineer,Master,5.6,166431.99
Backend Developer,Bachelor,4.1,142594.37
Software Engineer,Master,2.6,140418.85
AI Researcher,Master,2.8,173199.0
Cloud Architect,PhD,3.7,203167.11
Software Engineer,PhD,4.9,173021.86
Data Scientist,Bachelor,5.5,184065.38
Software Engineer,Master,5.2,166489.28
Backend Developer,PhD,6.0,168232.95
DevOps Engineer,PhD,4.3,162268.91
Data Engineer,Bachelor,7.2,200498.3
AI Researcher,Bachelor,5.9,210053.53
Software Engineer,PhD,6.1,191445.19
DevOps Engineer,Master,5.9,168757.13
DevOps Engineer,Master,6.2,169341.29
Software Engineer,Master,4.6,155491.55
Data Engineer,PhD,5.8,190021.24
Data Engineer,PhD,5.5,202607.92
Backend Developer,Bachelor,4.7,148659.45
Software Engineer,Master,5.1,162668.16
Data Scientist,PhD,5.5,199572.02
DevOps Engineer,High School,5.0,158367.37
ML Engineer,PhD,8.0,254540.23
Backend Developer,Master,3.9,148372.79
Software Engineer,PhD,4.2,171126.23
Data Engineer,Bachelor,4.8,174087.26
Data Scientist,Bachelor,7.7,219066.06
Data Engineer,Bachelor,4.9,174025.91
Backend Developer,Bachelor,3.0,133420.98
Software Engineer,Bachelor,5.0,157453.13
ML Engineer,High School,7.0,208561.83
DevOps Engineer,Bachelor,3.9,145108.03
Backend Developer,Master,7.4,178289.49
Cloud Architect,PhD,4.6,218455.48
AI Researcher,Master,6.0,207036.85
AI Researcher,Master,5.3,204765.4
DevOps Engineer,High School,4.8,159239.15
Cloud Architect,Master,6.3,232421.38
ML Engineer,Bachelor,5.6,198513.56
Cloud Architect,Master,6.7,235513.61
Data Scientist,Master,0.0,127776.57
ML Engineer,Bachelor,0.0,127710.38
Data Engineer,Bachelor,5.6,182168.06
Cloud Architect,Bachelor,3.5,183108.53
AI Researcher,Bachelor,3.2,178250.98
Backend Developer,High School,7.0,165113.11
Backend Developer,Bachelor,7.2,166165.7
Data Engineer,Master,5.6,177236.86
DevOps Engineer,Bachelor,6.6,174127.57
Data Scientist,Master,7.1,202121.41
DevOps Engineer,High School,5.9,171412.2
Cloud Architect,Bachelor,3.2,183748.02
AI Researcher,Master,4.1,193375.72
DevOps Engineer,Master,0.9,109754.22
Cloud Architect,Bachelor,4.7,199749.45
Data Engineer,Master,5.7,175159.04
Data Scientist,High School,8.3,215787.28
DevOps Engineer,Bachelor,4.6,163782.54
Data Engineer,High School,3.0,153021.61
Data Scientist,Bachelor,6.1,199923.48
ML Engineer,PhD,3.0,181470.81
Software Engineer,Bachelor,3.7,148015.74
DevOps Engineer,Bachelor,4.3,152630.06
Backend Developer,Master,2.7,133765.4
Backend Developer,Bachelor,2.4,130976.38
DevOps Engineer,Master,5.1,165030.31
Cloud Architect,Master,3.7,185130.17
Data Engineer,Bachelor,5.0,170120.07
AI Researcher,Bachelor,5.4,196135.06
Data Scientist,PhD,2.5,162149.88
Data Engineer,Bachelor,7.0,195614.94
Data Engineer,Bachelor,5.9,184632.08
DevOps Engineer,Bachelor,7.5,173813.0
ML Engineer,Master,3.4,175503.68
Software Engineer,Master,1.8,122482.1
Backend Developer,Bachelor,1.2,117849.47
AI Researcher,Master,3.5,178486.04
AI Researcher,Bachelor,8.5,244191.43
Software Engineer,Bachelor,6.7,179237.98
Data Scientist,Master,5.9,187922.7
Data Scientist,Bachelor,7.9,209458.67
Backend Developer,Bachelor,5.3,147340.17
Data Scientist,Bachelor,4.3,174986.98
AI Researcher,Master,6.5,223384.01
Backend Developer,Master,7.2,164128.47
Data Engineer,Master,0.8,132368.6
Software Engineer,Master,7.0,186964.16
DevOps Engineer,Master,5.2,152467.59
DevOps Engineer,Master,6.3,176056.01
Software Engineer,Master,6.4,180427.13
Data Engineer,Master,5.2,174873.63
ML Engineer,Bachelor,8.2,237434.21
Data Engineer,PhD,4.6,185475.98
AI Researcher,Master,3.7,175854.51
Cloud Architect,Bachelor,2.8,172884.66
Cloud Architect,PhD,3.9,213882.09
ML Engineer,Bachelor,6.2,213789.35
ML Engineer,Bachelor,1.1,151407.98
Backend Developer,Master,4.3,144528.77
AI Researcher,PhD,1.6,172642.04
AI Researcher,Master,3.4,179809.91
ML Engineer,Bachelor,6.1,207566.63
Backend Developer,High School,6.5,166272.01
Data Scientist,PhD,4.1,192389.86
Cloud Architect,PhD,3.6,198015.95
Cloud Architect,Master,7.4,244823.77
Backend Developer,Master,4.5,136411.82
AI Researcher,PhD,5.9,227111.87
Backend Developer,Master,6.1,160171.68
DevOps Engineer,Master,5.5,174019.89
Data Scientist,PhD,5.4,192201.16
Software Engineer,Master,6.8,185906.74
ML Engineer,Bachelor,2.8,163284.76
ML Engineer,Bachelor,6.5,218576.11
Software Engineer,Bachelor,4.5,153800.19
Data Engineer,Master,4.6,173650.62
Software Engineer,Bachelor,2.2,127828.12
AI Researcher,Master,5.1,199078.03
ML Engineer,Master,6.7,216543.11
ML Engineer,High School,3.9,173003.81
Backend Developer,Bachelor,6.4,170483.83
Cloud Architect,Master,1.7,171405.27
Data Engineer,Bachelor,3.3,158232.14
AI Researcher,PhD,4.2,212110.19
ML Engineer,Bachelor,3.5,168446.98
AI Researcher,Master,6.6,225324.86
AI Researcher,PhD,5.9,235406.18
Data Engineer,High School,4.2,165136.14
Data Engineer,Master,6.5,194266.55
DevOps Engineer,Master,3.3,127306.02
DevOps Engineer,Bachelor,4.9,147445.88
Cloud Architect,Master,6.5,231040.16
Data Engineer,PhD,5.3,190668.74
ML Engineer,PhD,0.0,145122.74
ML Engineer,Bachelor,5.6,196826.13
Cloud Architect,PhD,4.2,218313.58
Data Engineer,Bachelor,4.7,170298.31
Data Scientist,Bachelor,2.1,149774.77
Cloud Architect,Bachelor,5.8,223307.13
Data Scientist,PhD,3.4,171377.75
Data Scientist,Master,4.7,166241.35
ML Engineer,Bachelor,4.5,191176.37
AI Researcher,Bachelor,2.4,170397.71
Software Engineer,Master,4.5,156926.17
Data Engineer,Bachelor,7.1,193222.53
Cloud Architect,High School,5.0,214333.03
Software Engineer,High School,2.9,137913.7
DevOps Engineer,Bachelor,4.6,148048.33
Data Scientist,Master,4.4,174870.21
Backend Developer,Bachelor,1.7,120610.01
AI Researcher,Master,5.3,202586.66
Software Engineer,Bachelor,4.7,157516.35
ML Engineer,Bachelor,4.9,196005.62
Software Engineer,Bachelor,6.1,173713.17
Cloud Architect,Bachelor,3.0,190989.21
DevOps Engineer,Bachelor,4.9,161843.93
Cloud Architect,High School,4.3,203280.53
Backend Developer,Master,5.3,156533.17
DevOps Engineer,Bachelor,7.5,180547.46
DevOps Engineer,PhD,6.6,178445.9
Software Engineer,Master,3.2,138028.35
Software Engineer,Master,4.9,154213.35
Cloud Architect,Bachelor,3.7,193562.89
AI Researcher,Master,5.9,216650.74
Software Engineer,Bachelor,2.0,133180.27
AI Researcher,PhD,4.4,204774.19
AI Researcher,Bachelor,3.4,182502.29
AI Researcher,High School,6.3,220750.95
DevOps Engineer,Master,5.6,160941.19
Data Scientist,High School,6.7,196066.36
Data Engineer,High School,6.1,189052.02
Data Engineer,Master,2.9,152500.66
ML Engineer,PhD,4.4,202478.15
Data Scientist,Master,4.8,179796.26
AI Researcher,Master,6.3,219381.8
Data Engineer,PhD,6.1,193796.33
AI Researcher,PhD,4.7,215699.93
AI Researcher,PhD,2.8,183211.44
ML Engineer,High School,9.3,254411.83
AI Researcher,High School,6.8,226321.64
AI Researcher,High School,2.8,173337.14
Backend Developer,Bachelor,9.4,196003.66
ML Engineer,Master,5.2,196903.93
Data Engineer,PhD,10.1,237410.03
DevOps Engineer,High School,8.3,192359.75
ML Engineer,Bachelor,2.2,157757.48
AI Researcher,Bachelor,5.1,207725.92
Backend Developer,PhD,5.5,161219.15
AI Researcher,Bachelor,4.6,199006.53
Data Scientist,Bachelor,6.0,194799.31
ML Engineer,PhD,3.7,173224.64
Software Engineer,Master,3.1,148837.46
DevOps Engineer,PhD,7.0,189922.89
Cloud Architect,Bachelor,4.9,216044.0
Data Engineer,Bachelor,4.6,175251.87
Data Scientist,High School,5.7,186154.14
Data Scientist,Master,4.2,172006.17
AI Researcher,PhD,6.3,228622.17
ML Engineer,PhD,7.1,234594.14
DevOps Engineer,PhD,5.8,185839.03
ML Engineer,High School,9.1,258661.82
Data Engineer,Master,7.3,193579.13
Software Engineer,Bachelor,4.5,157534.71
DevOps Engineer,Bachelor,4.5,151591.23
DevOps Engineer,PhD,3.8,156946.34
AI Researcher,High School,8.6,255862.17
AI Researcher,High School,6.1,219320.46
Backend Developer,High School,7.4,179565.04
Backend Developer,Bachelor,4.1,140249.41
ML Engineer,Bachelor,3.0,168121.34
Data Engineer,PhD,3.8,175233.47
ML Engineer,Bachelor,5.9,209224.0
Software Engineer,Master,3.0,140897.21
ML Engineer,Bachelor,1.9,142736.15
DevOps Engineer,PhD,5.5,172746.41
AI Researcher,PhD,6.6,240481.27
Data Scientist,PhD,1.6,147439.37
ML Engineer,Bachelor,7.4,225350.06
Software Engineer,Master,6.4,186399.61
AI Researcher,Bachelor,3.7,191993.24
Cloud Architect,Bachelor,2.5,180012.83
Data Engineer,Bachelor,5.4,175967.64
Software Engineer,High School,5.5,171310.27
Data Scientist,Bachelor,3.9,166527.99
ML Engineer,Bachelor,3.4,175566.74
ML Engineer,Master,1.7,154460.57
ML Engineer,High School,8.0,234697.84
Data Engineer,Bachelor,7.0,191331.33
ML Engineer,Bachelor,5.1,199198.15
Data Scientist,PhD,8.0,223533.15
Data Engineer,Master,5.2,180517.05
Backend Developer,Master,3.7,127727.02
DevOps Engineer,PhD,2.9,148311.22
ML Engineer,PhD,5.6,206775.44
ML Engineer,PhD,4.1,198215.07
Cloud Architect,PhD,0.7,162898.57
Cloud Architect,Master,4.0,199497.57
Cloud Architect,High School,6.5,238355.28
Cloud Architect,Master,5.5,215294.61
Data Engineer,High School,4.1,162550.64
AI Researcher,Master,4.8,190198.54
DevOps Engineer,Master,4.7,153557.83
Data Scientist,PhD,4.6,187507.47
Software Engineer,High School,7.7,191302.29
Software Engineer,PhD,2.3,155368.54
DevOps Engineer,Master,0.0,105224.89
Software Engineer,Bachelor,5.5,172748.9
ML Engineer,Master,5.6,205732.64
Data Engineer,Bachelor,6.1,187035.12
Backend Developer,Bachelor,6.0,168718.42
ML Engineer,PhD,5.3,209103.01
Backend Developer,High School,6.4,155700.58
Backend Developer,Master,6.4,160616.7
Cloud Architect,Bachelor,8.6,261197.21
AI Researcher,Master,4.5,188651.29
Data Scientist,Master,3.8,161724.08
Data Engineer,Bachelor,3.7,162473.97
Data Engineer,High School,3.2,143354.78
AI Researcher,Master,0.7,147746.04
Data Scientist,Master,6.0,189619.23
Data Scientist,PhD,4.0,180260.89
AI Researcher,PhD,7.1,246469.3
ML Engineer,Bachelor,2.0,155099.17
Cloud Architect,Master,5.9,232333.9
Backend Developer,High School,4.4,137572.57
AI Researcher,Master,5.9,218740.75
Cloud Architect,PhD,6.5,242842.85
DevOps Engineer,Master,5.6,162707.16
AI Researcher,PhD,5.4,227751.52
Data Scientist,High School,3.9,166684.83
AI Researcher,Bachelor,5.1,196577.7
AI Researcher,High School,2.9,173061.35
ML Engineer,Master,5.5,203932.07
ML Engineer,Master,4.9,188323.86
Data Engineer,Bachelor,3.9,160291.67
AI Researcher,PhD,0.8,156088.75
AI Researcher,PhD,8.8,274973.59
Cloud Architect,Bachelor,4.0,194742.88
Data Scientist,High School,5.0,183014.66
Data Engineer,Bachelor,2.8,145710.98
Data Scientist,Bachelor,6.6,204718.43
Data Engineer,Bachelor,7.2,189559.56
Cloud Architect,Master,2.3,167187.31
Cloud Architect,Master,4.5,199766.16
DevOps Engineer,PhD,4.4,168103.71
DevOps Engineer,Bachelor,5.5,161244.93
AI Researcher,Bachelor,5.7,205687.34
ML Engineer,Bachelor,6.3,210240.91
DevOps Engineer,High School,6.4,177258.21
Data Engineer,High School,4.1,160818.16
Cloud Architect,Bachelor,3.8,190220.06
Data Scientist,Master,4.2,166030.56
AI Researcher,Bachelor,5.3,210101.13
AI Researcher,PhD,3.4,196803.97
Backend Developer,Bachelor,6.6,165584.45
Data Engineer,Master,7.1,206303.31
ML Engineer,Bachelor,4.5,187494.66
Software Engineer,Master,5.4,168031.38
ML Engineer,Bachelor,3.4,175108.98
AI Researcher,Bachelor,6.2,219194.42
DevOps Engineer,PhD,2.5,147634.99
Data Scientist,Bachelor,2.0,144811.87
Data Scientist,Bachelor,6.2,191952.03
Software Engineer,Bachelor,6.5,184194.62
Data Engineer,PhD,10.7,254649.2
DevOps Engineer,Bachelor,4.5,150227.44
DevOps Engineer,Master,3.4,138389.75
Software Engineer,Master,7.7,199650.41
Cloud Architect,Bachelor,6.3,229024.06
Cloud Architect,Bachelor,6.6,233814.75
Data Scientist,Bachelor,4.5,175280.68
Data Engineer,Bachelor,1.3,127874.67
Data Scientist,Bachelor,5.3,180543.45
ML Engineer,Master,6.3,208458.31
Data Engineer,PhD,2.9,165501.73
Data Scientist,Bachelor,7.2,207334.39
DevOps Engineer,Bachelor,5.2,164075.88
ML Engineer,Bachelor,6.3,208337.71
Software Engineer,Bachelor,5.4,169167.61
Data Engineer,High School,6.0,178650.08
Data Engineer,Master,4.6,166260.65
Data Engineer,Bachelor,6.8,199148.77
AI Researcher,Bachelor,3.4,178965.96
Backend Developer,High School,6.2,157825.85
Backend Developer,Bachelor,1.4,112718.28
Data Scientist,Bachelor,5.8,192221.63
Cloud Architect,PhD,5.3,233479.26
Backend Developer,Bachelor,4.5,138804.47
Software Engineer,PhD,2.8,156947.3
AI Researcher,Master,4.5,197356.04
AI Researcher,Master,5.1,206931.01
Data Scientist,Master,6.8,202410.82
Data Engineer,Bachelor,5.3,178932.4
AI Researcher,Master,2.4,169148.65
Backend Developer,Bachelor,1.2,111905.54
Data Scientist,Master,4.7,172271.21
Cloud Architect,Bachelor,0.9,150012.37
Cloud Architect,PhD,9.0,274836.92
ML Engineer,Master,8.0,231850.03
AI Researcher,High School,5.9,222789.06
Cloud Architect,PhD,11.4,312026.19
Backend Developer,Master,1.8,113977.04
DevOps Engineer,Bachelor,2.9,138588.17
DevOps Engineer,Bachelor,4.1,150611.05
DevOps Engineer,PhD,8.1,201180.71
Backend Developer,Master,5.9,151853.11
Software Engineer,Bachelor,3.6,153681.31
Data Engineer,PhD,2.6,162927.89
Data Scientist,Bachelor,8.6,226293.09
Cloud Architect,PhD,5.8,239821.01
ML Engineer,PhD,7.4,235202.01
Data Scientist,Master,5.4,180736.08
ML Engineer,Master,3.5,181381.88
AI Researcher,Bachelor,4.5,190087.45
Backend Developer,Master,2.5,118327.32
ML Engineer,High School,9.3,248702.03
Data Engineer,Master,8.6,211051.3
DevOps Engineer,Bachelor,5.3,159834.49
ML Engineer,Bachelor,4.9,198518.13
Software Engineer,Bachelor,5.2,163407.79
Cloud Architect,High School,4.9,214611.67
ML Engineer,Bachelor,5.9,199578.13
Cloud Architect,Bachelor,2.6,176966.17
Cloud Architect,Bachelor,3.5,178881.28
Data Scientist,PhD,4.0,183995.28
Data Engineer,Bachelor,4.4,162939.05
Data Scientist,Bachelor,7.6,215235.82
Backend Developer,Bachelor,5.2,152940.33
Data Scientist,Master,5.3,185034.59
AI Researcher,Master,6.7,231517.97
Data Engineer,Bachelor,2.8,142385.39
Backend Developer,Master,3.9,135470.17
Cloud Architect,Master,3.2,187414.38
Data Engineer,Master,4.9,180116.81
Cloud Architect,High School,5.4,220629.86
Data Engineer,Bachelor,3.3,144146.94
DevOps Engineer,Bachelor,3.2,145069.91
DevOps Engineer,Master,4.3,149282.65
AI Researcher,Bachelor,6.2,217267.27
Data Engineer,Bachelor,3.1,157844.89
Cloud Architect,PhD,6.1,235908.81
Data Scientist,PhD,2.6,158834.41
Software Engineer,Bachelor,2.3,133284.94
Data Scientist,Bachelor,4.6,179994.23
Cloud Architect,Master,6.6,226372.53
ML Engineer,Bachelor,4.2,190364.52
AI Researcher,Bachelor,4.5,190490.21
DevOps Engineer,Bachelor,6.4,165843.79
Data Scientist,Bachelor,5.5,191671.52
ML Engineer,Bachelor,6.7,218098.11
ML Engineer,Bachelor,5.5,192277.09
Data Scientist,Bachelor,3.4,161073.42
Data Scientist,PhD,2.9,167635.92
Software Engineer,PhD,1.5,131487.97
Data Engineer,Master,10.4,234914.09
Software Engineer,Master,7.4,186357.69
Software Engineer,PhD,6.4,199484.47
Backend Developer,High School,6.2,162015.78
DevOps Engineer,PhD,3.7,146815.42
ML Engineer,Bachelor,10.3,265313.42
ML Engineer,Master,2.9,166647.88
Software Engineer,Bachelor,4.4,150671.74
Data Scientist,Master,5.5,175653.21
DevOps Engineer,Master,3.3,145884.23
Cloud Architect,High School,5.2,215811.02
Data Scientist,Bachelor,7.6,204830.53
Data Scientist,PhD,4.5,183860.98
AI Researcher,PhD,7.7,260794.46
AI Researcher,Bachelor,7.7,233613.11
Data Scientist,Bachelor,3.3,162842.04
DevOps Engineer,Bachelor,6.5,167563.77
Cloud Architect,High School,3.7,193108.07
Backend Developer,Master,3.4,136928.79
Data Scientist,Bachelor,1.6,148270.82
DevOps Engineer,High School,1.5,117799.18
Backend Developer,Master,7.9,175446.04
Software Engineer,Master,2.4,136904.78
Backend Developer,Bachelor,4.2,146782.41
